,title,description,publishedAt,channelId,videoId,channelTitle,liveBroadcastContent
297,Trade war: Trump dangles Huawei resolution and approves 16bn in farm subsidities | DW News,"Chinese tech firm Huawei is caught in the middle of rising tensions in the US-China trade conflict . The US government put Huawei on a trade blacklist last week, ...",2019-05-24T11:00:05Z,UCknLrEdhRCp1aegoMqRaCZg,OqYIHv5_W9w,DW News,none
298,U.S-China Trade War Impact | Japanese firms leave China | NewsX,Japan's government has started moving factories out of China and are paying firms to do so in order to reduce dependence on manufacturing in China.,2020-08-06T16:19:02Z,UCytSP0M0Jdnw6qIy3Y-nTig,_jUnKYjPLCU,NewsX,none
299,US-China trade war: Reports say Beijing ready to retaliate to US restrictions by cutting off exports,Subscribe to France 24 now: http://f24.my/youtubeEN FRANCE 24 live news stream: all the latest news 24/7 http://f24.my/YTliveEN US-China trade war: Reports ...,2019-05-29T14:31:49Z,UCQfwfsi5VrQ8yKZ-UWmAEFg,eFvT7CgeSrk,FRANCE 24 English,none
300,US-China Trade War has Become a Technological War,"Prabir Purkayastha talks about the latest developments in the US-China trade war, which has become a full-fledged technology war, the impact it will have on ...",2019-06-01T16:25:27Z,UCOF1iS7lmNRSWVqL8N3L6kQ,stJMnhS2Eqg,NewsClickin,none
301,US-China trade war intensifies: Trump tweets 10% more tariff on goods worth $300 billion,US President Donald Trump intensified pressure on China to reach a trade deal. He announced additional 10 per cent tariff on $300 billion worth of Chinese ...,2019-08-02T08:41:30Z,UCUI9vm69ZbAqRK3q3vKLWCQ,3wqZS_8fNIM,Mint,none
302,Trump agrees not to raise tariffs amid US-China trade war,Donald Trump announced trade negotiations between the US and China would resume after a highly anticipated meeting with Xi Jinping at the G20 summit in ...,2019-06-29T10:03:15Z,UCIRYBXDze5krPDzAEOxFGVA,hyqWjXLFENQ,Guardian News,none
303,Chile economy hurt by US-China trade war,"Chile is regarded as Latin America's most stable economy but the US-China trade war could now be undermining its success. The price of copper, Chile's main ...",2019-08-13T17:15:41Z,UCNye-wNBqNL5ZzHSJj3l8Bg,nTu_rTp2FzM,Al Jazeera English,none
304,US-China trade war: US hikes tariffs on Chinese goods from 10% to 25%,United States has delivered a new blow to the trade war with China by increasing tariffs on US$200 billion' worth of Chinese goods. The hike kicked in just after ...,2019-05-10T14:35:45Z,UC83jt4dlz1Gjl58fzQrrKZg,cS7mih5RDlY,CNA,none
305,"US-China trade war: Deal will be made &quot;when the time is right&quot;, Trump tweets","US President Donald Trump has defended his trade war with China. In a series of tweets, Trump said a deal will be made ""when the time is right"" and promised ...",2019-05-14T16:40:00Z,UC83jt4dlz1Gjl58fzQrrKZg,5Nbhg9C44UE,CNA,none
306,US-China Trade War: Trump Can&#39;t Stop This Beast,"Sign up to the brand-new, FREE Profit Watch e-letter and learn: Three Wild Market Predictions For 2019 - https://signup.profitwatch.com.au/1264271 =====Links ...",2019-05-24T23:00:02Z,UCS-Jd7-Ub4-9V7AoOY11Hhg,rhjjh9CaLtY,Profit Watch,none
307,How LNG Is Impacted by the U.S.-China Trade War,"Jun.19 -- Sveinung Stohle, president and CEO of Hoegh LNG, talks about how the trade war with China is impacting the LNG market. He speaks on ""Bloomberg ...",2019-06-19T17:10:04Z,UCIALMKvObZNtJ6AmdCLP7Lg,-wmmvGv7Kbs,Bloomberg Markets and Finance,none
308,US-China Trade war not fully priced into market yet: Chief strategist,"Charlie Bobrinskoy, Ariel Investments, and Patrick Chovanec, Silvercrest Asset Management, join 'The Exchange' to discuss the U.S.-China trade war and what ...",2019-04-03T17:58:55Z,UCrp_UI8XtuYfpiqluWLD7Lw,BV4nqpby7QI,CNBC Television,none
309,FT Forecasts 2018: From US-China trade war to chaos in the Mideast | Opinion,"The FT's senior commentators give their big predictions for the year ahead, from a US-China trade war, to Theresa May surviving as UK prime minister and ...",2017-12-29T06:51:13Z,UCoUxsWakJucWg46KW5RsvPw,vgFHz93O3ic,Financial Times,none
310,Simon Lester talks about the US-China trade war and its impact on the Chinese economy and exporters,"CGTN's Rachelle Akuffo spoke to Simon Lester, associate director of the Stiefel Center for Trade Police Studies at the Cato Institute, about the U.S.-China trade ...",2018-08-09T00:27:08Z,UCj7wKsOBhRD9Jy4yahkMRMw,s3acKob-vz4,CGTN America,none
311,#WashWeekPBS: What&#39;s the status of the U.S. - China trade war?,On the latest #WashWeekPBS: President Donald Trump's trade war with China cooled down -- for now. The panelists discussed recent developments on the ...,2019-08-31T17:58:27Z,UC2s0uKOc2WgB9eGta7cUUEA,F1UcJiceSOM,Washington Week,none
312,Numbers tell us who&#39;s right in the US China trade war,Subscribe to us on YouTube: https://goo.gl/lP12gA Download our APP on Apple Store (iOS): ...,2018-07-23T11:40:45Z,UCgrNz-aDmcr2uuto8_DL2jg,IRt-V2gEjoo,CGTN,none
313,Gravitas: US - China Trade War: Advantage For India?,Can The US - China Trade War Benefit India? Trade War Can Force Major Companies To Source More From India. Palki Sharma Upadhyay Explains.,2019-06-03T17:32:00Z,UC_gUM8rL-Lrg6O3adPW9K1g,uwGd7CeW5sM,WION,none
314,US-China trade war creates investment headwinds: Bank of Mexico | IMF Annual Meetings 2019,"Alejandro Diaz de Leon, governor of the Bank of Mexico, speaks to CNBC about U.S. tariffs on goods from Mexico, China and the EU.",2019-10-17T05:30:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,MYtiXsswqZ8,CNBC International TV,none
315,"Amid US-China trade war, Beijing threatens to cut its rare earth exports","Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube As the world's largest refiner and supplier of rare earths, China is imposing ...",2019-07-03T11:00:13Z,UC4SUWizzKc1tptprBkWjX2Q,ooVGeg2kkso,South China Morning Post,none
316,China&#39;s Trade Superhighway | DOCUMENTARY | Belt &amp; Road | Silk Road | World Trade War | Xi Jinping,"Belt & Road: China's Trade Superhighway: World Trade, Trade War, USA vs China, Globalization, Economy, etc.: Stephen Engle navigates China's massive ...",2020-08-14T11:02:59Z,UC316GY-U17BkwN8D7oKM0iw,TIgvtxUFpe8,Plot11,none
317,US-China trade war: Americans lose jobs as a result,China and the US are set to continue high-level talks on Friday as the two countries continue to battle over trade. Workers at a new Chinese train-manufacturing ...,2019-10-25T09:13:07Z,UCNye-wNBqNL5ZzHSJj3l8Bg,nmExx9MowAQ,Al Jazeera English,none
318,Ben Harburg: A View of the U.S.-China Trade War from Beijing,Recent challenges in the U.S.-China economic relationship have been well-documented in the United States and debated from every point of view. But how is ...,2019-03-14T15:36:08Z,UC1E5-wg_F4vFWWsP-CTcP1g,q3_nM6laTE4,National Committee on U.S.-China Relations,none
319,BASF Warns Profit Could Fall 30% on U.S.-China Trade War,"Jul.09 -- BASF SE issued a profit warning due to slowing markets and the impact of the U.S.-China trade war. Bloomberg's Chris Bryant reports on ""Bloomberg ...",2019-07-09T20:44:58Z,UCIALMKvObZNtJ6AmdCLP7Lg,6PVYAdE6zJc,Bloomberg Markets and Finance,none
320,🇧🇷 Brazil soy farmers fear end of US-China trade war | Al Jazeera English,Soybean farmers in Brazil fear the eventual end of the trade war between the United States and China could have major implications for their exports.,2019-04-03T15:54:50Z,UCNye-wNBqNL5ZzHSJj3l8Bg,VcrGQI6_ABk,Al Jazeera English,none
321,Strains continue in US-China trade war as Trump hints at more to come,The growing trade war between the U.S. and China has caused the International Monetary Fund to reduce its global economic growth for this year and next.,2018-10-11T20:25:28Z,UCj7wKsOBhRD9Jy4yahkMRMw,XbDmSwRIDzM,CGTN America,none
322,Getting from Truce to Deal in the U.S.-China Trade War | CNBC Debate,"Charles Li, Chief Executive at the Hong Kong Exchanges and Clearing (HKEX) tells CNBC he sees the possibility for a U.S.-China trade deal but also lists the ...",2019-07-25T22:15:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,0XoddaFFcHA,CNBC International TV,none
323,Sean Ding on latest developments in US-China trade war,"Sean Ding, co-founder and CEO of GRisk, talked with CGTN's Mike Walter on the impact of new U.S. tariffs on Chinese goods, and how Beijing is likely to ...",2019-05-10T23:53:42Z,UCj7wKsOBhRD9Jy4yahkMRMw,_FKndqx6tUg,CGTN America,none
324,"The U.S.-China Trade War, Continued","The U.S.-China trade relationship is one of the most important in the world. After months of what seemed like strong progress toward a trade deal, both countries ...",2019-06-04T20:19:29Z,UC3iVde7DUj4hOQgnHbxVuew,4T5KO4_WwOU,Asia Society,none
325,Donald Trump in a thutiam hlen:  Trade War chanchin,"Trade War leh Tunlai Khawvel: Kum 2016, US Presidential election campaign huna Donald Trump auhla kha kan la hre vek ang a. US economy dinhmun tla ...",2020-08-13T13:41:35Z,UCTm-eG-zL08jubsiJOnHDQg,aR1Q2NL7900,MFD GS,none
326,The Big Story: US-China trade war’s impact on Singapore | The Straits Times (15/05/19),"Foreign editor Jeremy Au Yong talks about how the United States-China trade affects Singapore, and how Singapore is preparing for the economic challenges ...",2019-05-15T10:33:50Z,UC4p_I9eiRewn2KoU-nawrDg,ry0EGPrCE3Q,The Straits Times,none
327,Solid Job Gains Overshadowed by Threat of US-China Trade War,The opening shots have been fired in what some fear may be the start of a major trade war. China retaliating at midnight Friday with equivalent tariffs on U.S. ...,2018-07-07T05:56:42Z,UCVSNOxehfALut52NbkfRBaA,2WJ7M36Lng4,VOA News,none
328,U.S.-China trade war hits rural United States,Trump is declaring victory in his trade dispute with Mexico and Canada. But sorting out his trade war with China may be much tougher on his core supporters.,2019-05-21T02:18:35Z,UCKjU3KzdbJE1EFcHVqXC3_g,TSvb9VQ_8T0,CBC News: The National,none
329,Watch stocks trade in real-time amid ongoing US-China trade war – 5/14/2019,Watch stocks trade in real-time as investors weighed the impact of the ongoing trade war between the U.S. and China. » Subscribe to CNBC TV: ...,2019-05-14T21:12:11Z,UCrp_UI8XtuYfpiqluWLD7Lw,7wKW38I3_jg,CNBC Television,none
330,How dairy farmers are feeling about US-China trade war,"The World Dairy Expo is held each year in Madison, Wisconsin. Some 70000 visitors from 100 countries attend the event. This year, the expo takes place amidst ...",2018-10-09T15:57:16Z,UCj7wKsOBhRD9Jy4yahkMRMw,KINCx6YC3YM,CGTN America,none
331,Duterte: US-China trade war must be resolved soon | ANC,Business Nightly: President Rodrigo Duterte expressed grave concerns over the US-China trade war and said it needs to be stopped immediately. To watch ...,2019-05-31T13:59:30Z,UCE2606prvXQc_noEqKxVJXA,qQzCBl64k0k,ABS-CBN News,none
332,The U.S - China Trade War: 2020 Update! [HSC Economics Review Episode #17],"In Episode #17 of the HSC Economic Review segment, Terry and Rowan are going to discuss recent developments in regards to the U.S.A - China trade war ...",2020-06-10T06:18:16Z,UCrZDmupZ99dfVJfVMkFukHA,2gWW9CB8ynU,ArtofSmartTV,none
333,"&#39;I actually take comfort&#39; in the U.S.-China trade war, says emerging market ETF creator",EMQQ founder Kevin Carter shares how Alibaba's record-breaking Singles Day sales affect his firm's emerging-market ETF and the e-commerce space as a ...,2019-11-12T13:06:38Z,UCrp_UI8XtuYfpiqluWLD7Lw,yhQGZzcLe0g,CNBC Television,none
334,Huawei caught in crossfire of U.S.-China trade war,Huawei's ability to continue doing business with American companies is up in the air. It seems even U.S. President Donald Trump can't provide a clear answer.,2019-08-20T01:30:02Z,UCgrNz-aDmcr2uuto8_DL2jg,SIt7HRPBkC4,CGTN,none
335,Cramer on US-China trade war: Is that all China can bring?,China will raise tariffs on $60 billion in U.S. goods in retaliation for the Trump administration's latest decision to increase duties on Chinese products. CNBC's ...,2019-05-13T14:11:48Z,UCrp_UI8XtuYfpiqluWLD7Lw,579PbrByy_U,CNBC Television,none
336,"Morgan Stanley On U.S.- China Trade War, Indian Rupee &amp; More","India can get quite lucky when the China-U.S. Trade war tensions are putting question marks over capital flows between the U.S. and China, says says Morgan ...",2019-06-12T03:45:27Z,UC3uJIdRFTGgLWrUziaHbzrg,SCI5fzjMBhI,BloombergQuint,none
337,The Big Story: US-China trade war’s impact on the rest of the world | The Straits Times (14/05/19),East Asia editor Goh Sui Noi talks about how the United States-China trade affects the rest of the world. Subscribe to The Straits Times YouTube channel for free: ...,2019-05-14T11:17:06Z,UC4p_I9eiRewn2KoU-nawrDg,W8sxElmIG1U,The Straits Times,none
338,US-China Trade War may impact Indian share market,"This segment of Zee Business brings to you latest information on sensex, nifty and other shares movement in the share market today. Also know US-China Trade ...",2018-04-03T13:45:17Z,UCkXopQ3ubd-rnXnStZqCl2w,AkYiCfxMcoY,Zee Business,none
339,US-China trade war: Chinese markets end week in red after Huawei ban,Chinese markets have ended the week in the red - still reeling after Washington blacklisted Chinese tech giant Huawei. Both the Shanghai composite and ...,2019-05-17T14:18:33Z,UC83jt4dlz1Gjl58fzQrrKZg,Xb9ggAScouU,CNA,none
340,Markets open as US-China trade war uncertainty continues,CNBC's Bob Pisani looks ahead at the day's market action. » Subscribe to CNBC TV: http://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: ...,2019-05-08T14:11:02Z,UCrp_UI8XtuYfpiqluWLD7Lw,MBschd810n0,CNBC Television,none
341,US-China Trade War is Good News for Some Countries,"The continuing trade war between the U.S. and China may be causing businesses in both countries anxiety, but the trade dispute is good news for businesses in ...",2019-08-23T08:17:07Z,UCVSNOxehfALut52NbkfRBaA,3aZlg8ErpdU,VOA News,none
342,Explainer: The US-China trade war and its impact on consumers,"Subscribe to our YouTube channel for free here: https://sc.mp/subscribe-youtube China and the US are the world's two largest trading partners, and a trade war ...",2018-06-26T12:15:00Z,UC4SUWizzKc1tptprBkWjX2Q,hF0ueSiXcdI,South China Morning Post,none
343,Mnuchin declares US-China trade war &#39;on hold&#39;,Lawmakers urge President Trump to stand firm on trade negotiations with China; Kristin Fisher reports from the White House. FOX News Channel (FNC) is a ...,2018-05-21T23:22:41Z,UCXIJgqnII2ZOINSWNOGFThA,WzIJvH00vkA,Fox News,none
344,US-China Trade War:  Trump Attempts to Veto China&#39;s Industrial Policy,"The U.S. bans Huawei products, alleging “security threats.” Pressure to prevent China from putting conditions on foreign investors won't change China's ...",2019-06-03T10:45:53Z,UCrmm_7RDZJeQzq2-wvmjueg,dW8MHI07zh4,The Real News Network,none
345,US-China trade war: China lodges protest with US over its treatment of Huawei,China has lodged a protest with the US over the latter's treatment of smartphone maker Huawei. China's commerce ministry warned that Beijing has the ability to ...,2019-05-23T13:18:27Z,UC83jt4dlz1Gjl58fzQrrKZg,OC3tXgZtUQ8,CNA,none
346,Week in Review: US-China Trade War Officially Begins,"U.S.-China trade war officially begins as both nations exchange tariffs, LeBron James moves to the LA Lakers in $154 million deal and EPA's Scott Pruitt resigns.",2018-07-06T22:09:41Z,UCvJJ_dzjViJCoLf5uKUTwoA,MoGjo_8grdA,CNBC,none
347,"US-China trade war outlook, China trade, UK wages, Tesco Q1 update – 8 June 2019","Chief Market Analyst Michael Hewson looks at the US-China trade war outlook, the G20 finance ministers' meeting, as well as this week's China trade and retail ...",2019-06-07T15:37:03Z,UC_Q-HdXuWScFretXS7GfEjw,rY3wy8xVze8,CMC Markets plc,none
348,Chinese meat importers look elsewhere amid US-China trade war beef,"Subscribe to our YouTube channel here: https://sc.mp/2kAfuvJ US meat is becoming prohibitively expensive, some Chinese importers say, after Beijing placed ...",2018-08-16T12:45:01Z,UC4SUWizzKc1tptprBkWjX2Q,7vMEANdE-5Y,South China Morning Post,none
349,"US-China trade war outlook, China trade, UK wages, Tesco Q1 update – 8 June 2019","Chief Market Analyst Michael Hewson looks at the US-China trade war outlook, the G20 finance ministers' meeting, as well as this week's China trade and retail ...",2019-06-07T15:37:03Z,UC_Q-HdXuWScFretXS7GfEjw,rY3wy8xVze8,CMC Markets plc,none
350,Chinese meat importers look elsewhere amid US-China trade war beef,"Subscribe to our YouTube channel here: https://sc.mp/2kAfuvJ US meat is becoming prohibitively expensive, some Chinese importers say, after Beijing placed ...",2018-08-16T12:45:01Z,UC4SUWizzKc1tptprBkWjX2Q,7vMEANdE-5Y,South China Morning Post,none
351,AGR dues|Yes Bank| US-China trade war| Defense Ministry import ban,"ShareMarketMalayalam AGR dues, telecom sector, yes bank bulk deal, US-China trade war, US stimulus package, share market malayalam, Defense ministry ...",2020-08-09T11:53:25Z,UCRHwrSwmzk2gEhFM4HHdSIw,dSfa4_SJG7g,ASWIN ALORA,none
352,"US, China Trade war: BBC Prapancham with PavanKanth Digavalli","అమెరికా, చైనాల మధ్య తారస్థాయికి చేరిన వాణిజ్య యుద్ధం.. పిల్లల్లో స్థూలకాయ సమస్య పరిష్కారం దిశగా ...",2018-04-03T03:45:55Z,UCiTCB-B_weEmwHk7ifNobQw,bk_8fb5a-Vg,BBC News Telugu,none
353,How the US-China trade war will play out?,"Will US President Donald Trump and his Chinese counterpart Xi Jinping find a lasting solution to their trade dispute? Selena Ling, Head of Treasury Research ...",2019-01-03T10:26:49Z,UCdERNaTyGesgIEEFmt-icSA,tiMgKVDlXdk,OCBC Media Room,none
354,U.S.-China trade war has caused the RMB to depreciate,"The internationalisation of the renminbi (RMB), China's official currency, has been a key policy focus for the Chinese government, particularly over the last ...",2018-10-21T07:12:05Z,UCMeYPU1YfXjxsUa6QXWsfjg,w5UZCv3mpC0,CGTN Africa,none
355,"China desperately needs a win in the trade war, strategist says","Sunaina Sinha Haldea, managing partner at Cebile Capital, discusses the U.S.-China trade war.",2019-12-02T09:00:05Z,UCF8HUTbUwPKh2Q-KpGOCVGw,OLCGBlymoF0,CNBC International TV,none
356,"How the US-China trade war is affecting M&amp;A, IPOs and private equity",Yahoo Finance's Julie Hyman and Arel Rende of Clearsight Advisors discuss the impact of the trade war with David Austin Professor of Management at MIT ...,2019-08-30T18:47:25Z,UCEAZeUIeJs0IjQiqTCdVSIg,gtb1b8lm2-U,Yahoo Finance,none
357,"US-China trade war is causing hiring freezes, slowing investment in growth: Society Nine CEO","Lynn Le, Society Nine founder and CEO, joins 'The Exchange' to discuss how the tariff delay is impacting her business.",2019-08-16T19:13:32Z,UCrp_UI8XtuYfpiqluWLD7Lw,OjulLVlGmMw,CNBC Television,none
358,"China Is Changing Strategy in Trade War, Says LSE&#39;s Jin","Aug.13 -- LSE Associate Professor of Economics Keyu Jin, and Willem Sels, chief market strategist at HSBC Private Bank, talk about China's strategy in the trade ...",2019-08-13T12:15:41Z,UCIALMKvObZNtJ6AmdCLP7Lg,G82Q6fsn5pg,Bloomberg Markets and Finance,none
359,What is US China Trade WAR?,US & China are in the middle of a trade war. What does this mean to an Indian investor?,2019-08-26T11:32:07Z,UC7fQFl37yAOaPaoxQm-TqSA,Ug_ZKyTVwuw,Money Pechu,none
360,US-China trade war: Japanese suppliers of Huawei brace for drop in sales,"Like their counterparts in South Korea and Taiwan, Japanese suppliers of Huawei expect sales to drop if consumers around the world start shunning Huawei ...",2019-05-31T13:26:59Z,UC83jt4dlz1Gjl58fzQrrKZg,acpNZNEzht0,CNA,none
361,"Jim Cramer on Qualcomm, U.S.-China Trade War and What to Expect From Disney","Jim Cramer weighs in on Real Money Stock of the Day Qualcomm's QCOM earnings, Disney DIS and the U.S.-China trade war. Qualcomm Is Real Money's ...",2019-11-07T15:56:43Z,UCp6aBHRM6ZS_kLeC57HV4kg,C-SdizTUUrY,TheStreet: Investing Strategies,none
362,Farmers begin to lose confidence in US-China trade war,"CNBC's Kayla Tausche reports from the Iowa State Fair, where Democratic presidential candidates are making their case against Trump as the U.S.-China trade ...",2019-08-09T15:54:05Z,UCrp_UI8XtuYfpiqluWLD7Lw,FmURrAvQw-w,CNBC Television,none
363,What Chinese Think About The US-China Trade War | ASIAN BOSS,"We hit the streets of Shanghai, China to find out what the Chinese think about the US-China trade war. The opinions expressed in this video are those of ...",2018-08-22T15:31:52Z,UC2-_WWPT_124iN6jiym4fOw,uD-43XTqzH4,Asian Boss,none
364,Here&#39;s Who Could Lose the Most in a U.S.-China Trade War,"Jan.22 -- Now that Donald Trump is in the White House, the world's biggest companies are trying to gauge the likelihood of a U.S. trade war with China.",2017-01-24T00:01:59Z,UCUMZ7gohGI9HcU9VNsr2FJQ,jAtFLkuWGZw,Bloomberg QuickTake Originals,none
365,It&#39;s &#39;fantasy&#39; to expect China to kneel down to the US: Expert | East Tech West,"Victor Gao of the Center for China and Globalization says the U.S.-China trade war is the ""wrong war to fight"" and neither side will be able to win. He was ...",2019-11-20T09:00:01Z,UCF8HUTbUwPKh2Q-KpGOCVGw,ATSW1pwmyAU,CNBC International TV,none
366,The U.S.-China trade war escalates. Will business confidence levels take a hit?,Visit our blog - http://blog.russellinvestments.com/?utm_medium=social&utm_source=youtube.com&utm_campaign=corp-120916--MWIR In the latest video ...,2019-05-10T20:08:48Z,UCIWPyCVlBnk7qpZ4BlbbopQ,LRYl1TOPM5U,Russell Investments,none
367,Beyond the Brink: Escalation Dominance in the U.S.-China Trade War,"The U.S.-China trade war is unprecedented in size, scope, and importance. The potential economic costs of the conflict—and any decoupling it prompts—are ...",2019-09-25T20:25:08Z,UCr5jq6MC_VCe1c5ciIZtk_w,nGQ8NlgmLGY,Center for Strategic & International Studies,none
368,A US-China Trade War?,Many are speculating that tariffs imposed between the US and China could lead to a trade war. But how likely is that to really happen? We predicted this last ...,2018-04-16T18:14:11Z,UCgFP46yVT-GG4o1TgXn-04Q,uOmU1XuCGbc,China Uncensored,none
369,US-China Trade War is Escalating QUICKLY! And I love it... (Here&#39;s Why),"Welcome to my world of stocks!!! My name is Ale, and today, we are talking about the US China trade war and how it is crashing the stock market, and why I ...",2019-08-24T12:00:00Z,UCXhrqxFZbG-k8l7v-XhX3ZQ,48BS62wL7YM,Ale's World of Stocks,none
370,The Heat: US-China trade war,"Delegations from Beijing and Washington are expected to hold trade talks in September, after speaking this week by phone. The Trump administration said the ...",2019-08-17T01:58:04Z,UCj7wKsOBhRD9Jy4yahkMRMw,4Wi-GRq6l9U,CGTN America,none
371,Evenflo CEO Jon Chamberlain on the US-China trade war,"Evenflo CEO Jon Chamberlain joins ""Squawk Alley"" to discuss how new tariffs against China are affecting car seat manufacturing.",2019-09-03T16:37:58Z,UCrp_UI8XtuYfpiqluWLD7Lw,M605s43_ziM,CNBC Television,none
372,Trump May Be Creating World-Wide Recession With Trade War: Jeffrey Sachs,Oct.01 -- Columbia University Professor Jeffrey Sachs examines China's economic slowdown and the impact of the U.S.-China trade war on the global economy.,2019-10-01T18:18:24Z,UCV61VqLMr2eIhH4f51PV0gA,bIoIDhr3rBU,Bloomberg Politics,none
373,🇵🇬 APEC summit dominated by US-China trade war | Al Jazeera English,"Trade tensions between the US and China have dominated the APEC meeting, which is wrapping up in Papua New Guinea's capital. On Saturday, Chinese ...",2018-11-18T07:24:54Z,UCNye-wNBqNL5ZzHSJj3l8Bg,73_BqNwg8Ow,Al Jazeera English,none
374,Tech still continues to face challenges from US-China trade war: Expert | Capital Connection,"Kiranjeet Kaur, senior research manager at IDC discusses tech sector's latest results.",2019-07-31T08:00:01Z,UCF8HUTbUwPKh2Q-KpGOCVGw,QjKElxgRWoo,CNBC International TV,none
375,National Economic Council Director Larry Kudlow weighs in on the escalated US-China trade war,Monday was the worst day of the year to date for the markets as the S&P saw a 3% fall and the Dow tumbled by more than 950 points at session lows.,2019-08-06T14:27:16Z,UCrp_UI8XtuYfpiqluWLD7Lw,fVOMkawcyjM,CNBC Television,none
376,How Canada can benefit from the U.S.-China trade war,,2018-04-05T16:12:14Z,UCYuLCUHAoN1fs3pZi3WPRnA,pgJGk7Gmu7w,Financial Post,none
377,Valdis Dombrovskis - EU role in the US-China Trade War,"Valdis Dombrovskis - Vice-President for the Euro and Social Dialogue, also in charge of Financial Stability, Financial Services and Capital Markets Union of the ...",2018-04-09T10:03:08Z,UCqn5_o2qcIvKgtAexVqgGTw,1iKq5IkXV4o,ISPI,none
378,&#39;Dr.  Copper&#39; and the U.S.-China Trade War,"The base metal has long been known for its prophetic qualities when it comes to global economic trends. However, Dr. Copper has lately been focusing in on ...",2019-08-12T14:11:04Z,UChirEOpgFCupRAk5etXqPaA,hw64l996em8,Bloomberg QuickTake News,none
379,"The National for May 13, 2019 — WestJet Sold, U.S.-China Trade War, Alex Trebek","Welcome to The National, the flagship nightly newscast of CBC News »»» Subscribe to The National to watch more videos here: ...",2019-05-14T14:19:36Z,UCKjU3KzdbJE1EFcHVqXC3_g,YkdpPjfhYwA,CBC News: The National,none
380,Harris: U.S.-China trade war has harmed American economy,"Sen. Kamala Harris (D-CA), Democratic candidate for president, answers an audience question about how she would address the U.S.-China trade deficit.",2019-11-01T18:37:02Z,UCHHphhxRHZpMS96kUr4DuwA,w5RWUolzwWU,Iowa PBS,none
381,Emerging markets suffered most from the US-China trade war: Head of BIS | IMF Annual Meetings 2019,"Agustin Carstens, general manager of the Bank of International Settlements, discusses the economic consequences of global trade disputes.",2019-10-17T18:30:00Z,UCF8HUTbUwPKh2Q-KpGOCVGw,puufsihlYt4,CNBC International TV,none
382,RBI യും തുണച്ചില്ലേ?? RBI|US-CHINA Trade War| Share Market Malayalam,"ShareMarketMalayalam RBI policy on Repo and reverse repo, banking stocks, US-China Trade war, F&O expiry, GDP Data etc. in this week's share market ...",2020-05-24T11:30:05Z,UCRHwrSwmzk2gEhFM4HHdSIw,DKO_pKnBbdI,ASWIN ALORA,none
383,Oil prices registering risks of the US-China trade war: Yergin,"Dan Yergin, HIS Markit Vice chairman, and CNBC's Brian Sullivan join 'The Exchange' to discuss the fall of oil prices and what's driving it lower.",2019-08-06T18:15:20Z,UCrp_UI8XtuYfpiqluWLD7Lw,UHv5kD6UQjA,CNBC Television,none
384,"Global Recession may arrive by 2020, Impact of US China trade war on Global Economy #UPSC2020 #IAS",Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and breadth of almost all ...,2019-09-04T16:48:18Z,UCrC8mOqJQpoB7NuIMKIS6rQ,EhYJJxmMSjY,Study IQ education,none
385,Fresh hope of end to US-China trade war as Trump &amp; Jinping talk on phone,"Presidents of the United States of America and China spoke over the phone, amid a worsening trade war between the two nations. News of the conversation is ...",2019-06-19T16:48:43Z,UCm7lHFkt2yB_WzL67aruVBQ,AM7_98wQZvQ,Hindustan Times,none
386,US-China trade war: American companies assess risk to business,"As the US-China trade war continues to rumble on, there are increasing fears that the decade-long expansion of the US economy is coming to an end.",2019-11-04T15:04:46Z,UC83jt4dlz1Gjl58fzQrrKZg,NqhlUC4esjs,CNA,none
387,ING Bank Manila: U.S.-China trade war still the greater concern for global markets | Market Edge,"For Nicholas Mapa, senior economist of ING Bank Manila, the US-China trade war bears more weight among global economic risks. For more ANC Highlights, ...",2019-12-20T02:08:55Z,UCvi6hEzLM-Z_unKPSuuzKvg,eEqO5cUvqp4,ANC 24/7,none
388,US-China Trade War Update,"Since May 2019, both the US and China, raised tariffs. The US imposed 250 Billion worth of tariffs towards Chinese goods, and China imposed 110 Billion ...",2019-07-08T15:21:42Z,UC8LmzLkfTyZzKxqol7JNgWw,m5BSdnpvlkQ,The Student Investor,none
389,Pompeo in Senegal: Africa caught in US-China trade war,Mike Pompeo has arrived in Senegal on his first trip to Africa as US secretary of state. He is expected to discuss security and economic cooperation with ...,2020-02-16T07:45:57Z,UCNye-wNBqNL5ZzHSJj3l8Bg,9nfQj-GjkcA,Al Jazeera English,none
390,U.S. China trade war threatens Port of Los Angeles,Yahoo Finance's Jessica Smith reports on the significant impact on jobs and trade the U.S.-China trade war would have at the Port of L.A. which is the largest ...,2019-08-27T21:01:08Z,UCEAZeUIeJs0IjQiqTCdVSIg,YPpAfFoDins,Yahoo Finance,none
391,US-China trade war: Why the US has the upper hand,Former Commerce Department deputy director Chris Garcia on why the U.S. has the upper hand in its trade war with China.,2018-09-20T15:07:04Z,UCCXoCcu9Rp7NPbTzIvogpZg,WK-XaJ7eMdw,Fox Business,none
